Compound,MagpieData mean SpaceGroupNumber,MagpieData minimum GSvolume_pa,avg ionic char,MagpieData range MeltingT,MagpieData avg_dev MendeleevNumber,mean_diff_eta,MagpieData maximum CovalentRadius,avg anion electron affinity,MagpieData minimum AtomicWeight,geom-mean_eta_both,Thermo_Dyn_stability_level
PH-SH-Co,130.8,6.615,0.011914257855421002,1753.99,9.84,5.75,126.0,-308000.0,1.00794,4.31385471686548,4
PH-SH-Cr,137.8,6.615,0.020296538594867998,2165.99,12.72,5.95,139.0,-308000.0,1.00794,4.3459291638117,5
PH-SH-Fe,137.8,6.615,0.01354524172986,1796.99,10.8,9.95,132.0,-308000.0,1.00794,4.90711170578697,5
PH-SH-Ga,104.8,6.615,0.014244591466766,374.35,5.84,13.85,122.0,-308000.0,1.00794,5.35244014811878,4
PH-SH-Gd,130.8,6.615,0.045871422457264006,1571.99,19.76,8.55,196.0,-308000.0,1.00794,4.72567807518972,4
PH-SH-In,119.8,6.615,0.015342693025408001,415.74,5.6,9.85,142.0,-308000.0,1.00794,4.8945935093009805,5
PH-SH-Ir,137.0,6.615,0.005750184914542,2724.99,9.2,4.75,141.0,-308000.0,1.00794,4.14582732477826,4
PH-SH-La,130.8,6.615,0.052358995662808,1178.99,24.24,12.25,207.0,-308000.0,1.00794,5.178958363025201,4
PH-SH-Lu,130.8,6.615,0.041469335809873005,1921.99,15.28,8.95,187.0,-308000.0,1.00794,4.778929634345469,4
PH-SH-Nd,130.8,6.615,0.049739827682582,1279.99,22.32,6.05,201.0,-308000.0,1.00794,4.361790359744299,4
PH-SH-Rh,137.0,6.615,0.005429704507803,2222.99,9.52,8.05,142.0,-308000.0,1.00794,4.65737835063033,4
PH-SH-Ru,130.8,6.615,0.005750184914542,2592.99,10.48,7.55,146.0,-308000.0,1.00794,4.58701441650081,5
PH-SH-Sc,130.8,6.615,0.036025327651689,1799.99,24.88,21.45,170.0,-308000.0,1.00794,6.05406688741189,4
PH-SH-Sm,125.2,6.615,0.047795780066598,1330.99,21.04,5.85,198.0,-308000.0,1.00794,4.32995133882061,4
PH-SH-Y,130.8,6.615,0.044600467217102,1784.99,24.56,17.45,190.0,-308000.0,1.00794,5.70634360949116,4
S-Br-Al,119.666666666667,16.48,0.067890179185303,667.67,8.22222222222222,42.05,121.0,-362300.0,26.9815386,8.59428139744321,1
S-Br-Bi,48.6666666666667,25.786875,0.034340532777337,278.6,3.55555555555556,6.15,148.0,-362300.0,32.065,5.157819522201231,0
S-Br-Ce,109.333333333333,25.786875,0.11328880878719699,805.2,34.0,4.55,204.0,-362300.0,32.065,4.86347970073726,3
S-Br-Co,109.333333333333,10.245,0.044853661960278006,1502.2,14.8888888888889,5.15,126.0,-362300.0,32.065,4.97795629113444,1
S-Br-Cr,121.0,11.19,0.063417951469446,1914.2,18.888888888888896,5.35,139.0,-362300.0,32.065,5.014968477552389,1
S-Br-Fe,121.0,10.73,0.04888100986166,1545.2,16.2222222222222,9.35,132.0,-362300.0,32.065,5.6625429436972405,4
S-Br-Ga,66.0,18.8575,0.050527169941031,122.56,7.77777777777778,13.25,122.0,-362300.0,32.065,6.176428010910981,2
S-Br-Gd,109.333333333333,25.786875,0.10591939116743301,1320.2,28.6666666666667,7.95,196.0,-362300.0,32.065,5.453178293718669,3
S-Br-In,91.0,24.26,0.053031567433315004,163.95,7.33333333333333,9.25,142.0,-362300.0,32.065,5.64809761833488,1
S-Br-Ir,119.666666666667,14.21,0.0228189854694,2473.2,14.0,4.15,141.0,-362300.0,32.065,4.78406171924416,1
S-Br-La,109.333333333333,25.786875,0.11511403921825901,927.2,34.8888888888889,11.65,207.0,-362300.0,32.065,5.976239362895661,1
S-Br-Lu,109.333333333333,25.786875,0.09940480095965,1670.2,22.4444444444444,8.35,187.0,-362300.0,32.065,5.51462772846104,2
S-Br-Nd,109.333333333333,25.786875,0.11145611732785499,1028.2,32.2222222222222,5.45,201.0,-362300.0,32.065,5.03327144444855,1
S-Br-Rh,119.666666666667,13.64,0.018541493766171,1971.2,14.444444444444402,7.45,142.0,-362300.0,32.065,5.374364085575791,1
S-Br-Ru,109.333333333333,13.51,0.0228189854694,2341.2,15.7777777777778,6.95,146.0,-362300.0,32.065,5.29316789062755,1
S-Br-Sc,109.333333333333,22.235,0.09098649234816801,1548.2,35.77777777777779,20.85,170.0,-362300.0,32.065,6.986067525945491,1
S-Br-Sm,100.0,25.786875,0.10869441696222198,1079.2,30.4444444444444,5.25,198.0,-362300.0,32.065,4.99653092699648,1
S-Br-Y,109.333333333333,25.786875,0.10406303799194601,1533.2,35.3333333333333,16.85,190.0,-362300.0,32.065,6.5848135680567195,0
S-Cl-Al,119.666666666667,16.48,0.082422106138575,761.87,8.0,41.8,121.0,-374500.0,26.9815386,8.92262057103911,2
S-Cl-Bi,48.6666666666667,24.4975,0.048162950853675,372.8,3.11111111111111,5.9,148.0,-374500.0,32.065,5.3548708079527305,0
S-Cl-Ce,109.333333333333,24.4975,0.126716318457282,899.4,33.7777777777778,4.3,204.0,-374500.0,32.065,5.049285916742201,4
S-Cl-Co,109.333333333333,10.245,0.05911544601717,1596.4,14.666666666666698,4.9,126.0,-374500.0,32.065,5.16813601405041,1
S-Cl-Cr,121.0,11.19,0.077954389947914,2008.4,18.6666666666667,5.1,139.0,-374500.0,32.065,5.2065622280222,1
S-Cl-Fe,121.0,10.73,0.06324895479052299,1639.4,16.0,9.1,132.0,-374500.0,32.065,5.878876873737969,1
S-Cl-Ga,66.0,18.8575,0.064930225645065,216.76,7.55555555555556,13.0,122.0,-374500.0,32.065,6.412394600215389,2
S-Cl-Gd,109.333333333333,24.4975,0.119635507108885,1414.4,28.4444444444444,7.7,196.0,-374500.0,32.065,5.661513577569551,4
S-Cl-In,91.0,24.26,0.067479503829091,258.15,7.111111111111111,9.0,142.0,-374500.0,32.065,5.86387967370774,1
S-Cl-Ir,119.666666666667,14.21,0.035766777282236,2567.4,13.7777777777778,3.9,141.0,-374500.0,32.065,4.96683382067846,1
S-Cl-La,109.333333333333,24.4975,0.128464487687695,1021.4,34.6666666666667,11.4,207.0,-374500.0,32.065,6.20455786945611,1
S-Cl-Lu,109.333333333333,24.4975,0.113344626217959,1764.4,22.2222222222222,8.1,187.0,-374500.0,32.065,5.725310649733619,2
S-Cl-Nd,109.333333333333,24.4975,0.124958806412471,1122.4,32.0,5.2,201.0,-374500.0,32.065,5.225564448380879,1
S-Cl-Rh,119.666666666667,13.64,0.030991334656494,2065.4,14.2222222222222,7.2,142.0,-374500.0,32.065,5.579688321641231,1
S-Cl-Ru,109.333333333333,13.51,0.035766777282236,2435.4,15.555555555555598,6.7,146.0,-374500.0,32.065,5.4953900765836705,2
S-Cl-Sc,109.333333333333,22.235,0.10516858951821301,1642.4,35.5555555555556,20.6,170.0,-374500.0,32.065,7.25296588917996,0
S-Cl-Sm,100.0,24.4975,0.122306167281767,1173.4,30.2222222222222,5.0,198.0,-374500.0,32.065,5.18742028231878,1
S-Cl-Y,109.333333333333,24.4975,0.117845985840995,1627.4,35.1111111111111,16.6,190.0,-374500.0,32.065,6.8363822734824,1
S-CN-Al,170.75,5.64,0.057378678776912995,3759.95,5.0,41.5,121.0,-210500.0,12.0107,9.287206364909109,5
S-CN-Bi,117.5,5.64,0.030141004721396,3759.95,3.75,5.6,148.0,-210500.0,12.0107,5.57367534066205,7
S-CN-Ce,163.0,5.64,0.095341643699025,3759.95,25.25,4.0,204.0,-210500.0,12.0107,5.25560399334037,4
S-CN-Co,163.0,5.64,0.038570174427996005,3759.95,9.125,4.6,126.0,-210500.0,12.0107,5.379310405756191,8
S-CN-Cr,171.75,5.64,0.053698129898371,3759.95,12.5,4.8,139.0,-210500.0,12.0107,5.41930674720508,4
S-CN-Fe,171.75,5.64,0.041828866889336,3759.95,10.25,8.8,132.0,-210500.0,12.0107,6.11909273577212,8
S-CN-Ga,130.5,5.64,0.04316489195420101,3759.95,4.75,12.7,122.0,-210500.0,12.0107,6.674410446043861,8
S-CN-Gd,163.0,5.64,0.08911248813474999,3759.95,20.75,7.4,196.0,-210500.0,12.0107,5.89284779219296,4
S-CN-In,149.25,5.64,0.04520168678534599,3759.95,4.5,8.7,142.0,-210500.0,12.0107,6.10348273751346,8
S-CN-Ir,170.75,5.64,0.021083968600426998,3759.95,8.375,3.6,141.0,-210500.0,12.0107,5.169782835165309,7
S-CN-La,163.0,5.64,0.096888174411622,3759.95,26.0,11.1,207.0,-210500.0,12.0107,6.45808133136261,4
S-CN-Lu,163.0,5.64,0.083626230172758,3759.95,15.5,7.8,187.0,-210500.0,12.0107,5.9592516664749,4
S-CN-Nd,163.0,5.64,0.09379026920120699,3759.95,23.75,4.9,201.0,-210500.0,12.0107,5.43908541429705,4
S-CN-Rh,170.75,5.64,0.017798522456148998,3759.95,8.75,6.9,142.0,-210500.0,12.0107,5.807679087369361,8
S-CN-Ru,163.0,5.64,0.021083968600426998,3759.95,9.875,6.4,146.0,-210500.0,12.0107,5.7199363449971905,8
S-CN-Sc,163.0,5.64,0.076565887526129,3759.95,26.75,20.3,170.0,-210500.0,12.0107,7.54932818605961,4
S-CN-Sm,156.0,5.64,0.09145529890946699,3759.95,22.25,4.7,198.0,-210500.0,12.0107,5.39938264547307,4
S-CN-Y,163.0,5.64,0.08754719673177701,3759.95,26.375,16.3,190.0,-210500.0,12.0107,7.115722612851571,3
Se-Br-Al,101.0,16.48,0.067256197005264,667.67,8.444444444444441,42.3,121.0,-357300.0,26.9815386,8.13624966336874,2
Se-Br-Bi,30.0,25.92,0.034130364445503,278.6,3.3333333333333304,6.4,148.0,-357300.0,78.96,4.88293382663862,0
Se-Br-Ce,90.6666666666667,25.92,0.112493041121075,805.2,34.2222222222222,4.8,204.0,-357300.0,78.96,4.60428082907507,1
Se-Br-Co,90.6666666666667,10.245,0.04447152972933,1502.2,15.1111111111111,5.4,126.0,-357300.0,58.933195,4.71265639615386,1
Se-Br-Cr,102.333333333333,11.19,0.06282206582196401,1914.2,19.111111111111104,5.6,139.0,-357300.0,51.9961,4.747696020219831,0
Se-Br-Fe,102.333333333333,10.73,0.04844393675745,1545.2,16.4444444444444,9.6,132.0,-357300.0,55.845,5.36075804233895,1
Se-Br-Ga,47.3333333333333,18.8575,0.050069135208177,228.2,8.0,13.5,122.0,-357300.0,69.723,5.847255634374031,2
Se-Br-Gd,90.6666666666667,25.92,0.105124704755943,1320.2,28.888888888888896,8.2,196.0,-357300.0,78.96,5.162551469370991,4
Se-Br-In,72.3333333333333,24.26,0.052543203471713,228.2,7.55555555555556,9.5,142.0,-357300.0,78.96,5.34708257976313,1
Se-Br-Ir,101.0,14.21,0.022863726006657998,2473.2,14.2222222222222,4.4,141.0,-357300.0,78.96,4.52909542434991,1
Se-Br-La,90.6666666666667,25.92,0.114319419245144,927.2,35.1111111111111,11.9,207.0,-357300.0,78.96,5.65773602887107,1
Se-Br-Lu,90.6666666666667,25.92,0.09861879120409599,1670.2,22.6666666666667,8.6,187.0,-357300.0,78.96,5.22072596001376,1
Se-Br-Nd,90.6666666666667,25.92,0.11065976090694099,1028.2,32.4444444444444,5.7,201.0,-357300.0,78.96,4.76502353154519,1
Se-Br-Rh,101.0,13.64,0.018709181694775003,1971.2,14.666666666666698,7.7,142.0,-357300.0,78.96,5.08793765992999,1
Se-Br-Ru,90.6666666666667,13.51,0.022863726006657998,2341.2,16.0,7.2,146.0,-357300.0,78.96,5.0110688115337805,1
Se-Br-Sc,90.6666666666667,22.235,0.090222705125421,1548.2,36.0,21.1,170.0,-357300.0,44.955912,6.613745457898929,0
Se-Br-Sm,81.3333333333333,25.92,0.10789824377560399,1079.2,30.6666666666667,5.5,198.0,-357300.0,78.96,4.73024109786315,1
Se-Br-Y,90.6666666666667,25.92,0.10327007949131,1533.2,35.5555555555556,17.1,190.0,-357300.0,78.96,6.23387630667831,0
Se-Cl-Al,101.0,16.48,0.082062631922308,761.87,8.22222222222222,42.05,121.0,-369500.0,26.9815386,8.44709001954269,2
Se-Cl-Bi,30.0,24.4975,0.048227290485611994,372.8,2.88888888888889,6.15,148.0,-369500.0,35.453,5.06948327541964,0
Se-Cl-Ce,90.6666666666667,24.4975,0.126195058754931,899.4,34.0,4.55,204.0,-369500.0,35.453,4.7801845134566,0
Se-Cl-Co,90.6666666666667,10.245,0.05900782174999201,1596.4,14.8888888888889,5.15,126.0,-369500.0,35.453,4.89270050164649,1
Se-Cl-Cr,102.333333333333,11.19,0.07763301226420401,2008.4,18.888888888888896,5.35,139.0,-369500.0,35.453,4.92907879274893,1
Se-Cl-Fe,102.333333333333,10.73,0.06308638965008401,1639.4,16.2222222222222,9.35,132.0,-369500.0,35.453,5.565562467987929,1
Se-Cl-Ga,47.3333333333333,18.8575,0.064746698875982,322.4,7.77777777777778,13.25,122.0,-369500.0,35.453,6.07064639783745,2
Se-Cl-Gd,90.6666666666667,24.4975,0.11911532866116499,1414.4,28.6666666666667,7.95,196.0,-369500.0,35.453,5.359783536219981,3
Se-Cl-In,72.3333333333333,24.26,0.06726564783126,322.4,7.33333333333333,9.25,142.0,-369500.0,35.453,5.551364542873009,2
Se-Cl-Ir,101.0,14.21,0.036086025783263996,2567.4,14.0,4.15,141.0,-369500.0,35.453,4.7021266971228,1
Se-Cl-La,90.6666666666667,24.4975,0.12794437567835198,1021.4,34.8888888888889,11.65,207.0,-369500.0,35.453,5.87388631372163,1
Se-Cl-Lu,90.6666666666667,24.4975,0.11283312442617599,1764.4,22.4444444444444,8.35,187.0,-369500.0,35.453,5.42018054708272,1
Se-Cl-Nd,90.6666666666667,24.4975,0.124436957955328,1122.4,32.2222222222222,5.45,201.0,-369500.0,35.453,4.94706829086363,1
Se-Cl-Rh,101.0,13.64,0.031433530548868,2065.4,14.444444444444402,7.45,142.0,-369500.0,35.453,5.28231915261254,1
Se-Cl-Ru,90.6666666666667,13.51,0.036086025783263996,2435.4,15.7777777777778,6.95,146.0,-369500.0,35.453,5.20251357768964,2
Se-Cl-Sc,90.6666666666667,22.235,0.10467931025923699,1642.4,35.77777777777779,20.85,170.0,-369500.0,35.453,6.86641948817517,1
Se-Cl-Sm,81.3333333333333,24.4975,0.12178450205892,1173.4,30.4444444444444,5.25,198.0,-369500.0,35.453,4.91095701594372,0
Se-Cl-Y,90.6666666666667,24.4975,0.11732753530413,1627.4,35.3333333333333,16.85,190.0,-369500.0,35.453,6.47203767237931,1
Se-CN-Al,156.75,5.64,0.057072742902004,3759.95,5.25,41.75,121.0,-205500.0,12.0107,8.79224523444248,5
Se-CN-Bi,103.5,5.64,0.030073464136102,3759.95,4.0,5.85,148.0,-205500.0,12.0107,5.27662663310971,7
Se-CN-Ce,149.0,5.64,0.09494470348819399,3759.95,25.375,4.25,204.0,-205500.0,12.0107,4.975506879997701,4
Se-CN-Co,149.0,5.64,0.03840590414945,3759.95,9.25,4.85,126.0,-205500.0,12.0107,5.09262036626012,7
Se-CN-Cr,157.75,5.64,0.053413623323025,3759.95,12.625,5.05,139.0,-205500.0,12.0107,5.13048510498584,4
Se-CN-Fe,157.75,5.64,0.041633692369580005,3759.95,10.375,9.05,132.0,-205500.0,12.0107,5.792976039434709,7
Se-CN-Ga,116.5,5.64,0.042957926518333,3759.95,5.0,12.95,122.0,-205500.0,12.0107,6.318698124192751,8
Se-CN-Gd,149.0,5.64,0.088716156129649,3759.95,20.875,7.65,196.0,-205500.0,12.0107,5.5787888071452905,4
Se-CN-In,135.25,5.64,0.044977661158307,3759.95,4.75,8.95,142.0,-205500.0,12.0107,5.7781979751378,8
Se-CN-Ir,156.75,5.64,0.021159814253996996,3759.95,8.5,3.85,141.0,-205500.0,12.0107,4.89425955552454,7
Se-CN-La,149.0,5.64,0.096491879778107,3759.95,26.125,11.35,207.0,-205500.0,12.0107,6.11389825726895,4
Se-CN-Lu,149.0,5.64,0.083234778786621,3759.95,15.625,8.05,187.0,-205500.0,12.0107,5.641653690756559,4
Se-CN-Nd,149.0,5.64,0.09339299781580498,3759.95,23.875,5.15,201.0,-205500.0,12.0107,5.14920966914972,4
Se-CN-Rh,156.75,5.64,0.017943526017349998,3759.95,8.875,7.15,142.0,-205500.0,12.0107,5.4981591635596505,7
Se-CN-Ru,149.0,5.64,0.021159814253996996,3759.95,10.0,6.65,146.0,-205500.0,12.0107,5.415092665608929,7
Se-CN-Sc,149.0,5.64,0.076186936314697,3759.95,26.875,20.55,170.0,-205500.0,12.0107,7.14698717344314,4
Se-CN-Sm,142.0,5.64,0.091058130593356,3759.95,22.375,4.95,198.0,-205500.0,12.0107,5.11162285711271,4
Se-CN-Y,149.0,5.64,0.08715183667653098,3759.95,26.5,16.55,190.0,-205500.0,12.0107,6.736490584385871,4
Se-F-Al,84.6666666666667,9.7075,0.150320603589101,879.97,8.0,40.9,121.0,-359000.0,18.998403200000002,9.64659065043193,4
Se-F-Bi,13.666666666666698,9.7075,0.12059064039470802,490.9,2.44444444444444,5.0,148.0,-359000.0,18.998403200000002,5.7893582114129805,1
Se-F-Ce,74.3333333333333,9.7075,0.18567622523882601,1017.5,33.7777777777778,3.4,204.0,-359000.0,18.998403200000002,5.458978550976349,1
Se-F-Co,74.3333333333333,9.7075,0.130484056931165,1714.5,14.666666666666698,4.0,126.0,-359000.0,18.998403200000002,5.587471993947309,4
Se-F-Cr,86.0,9.7075,0.146611866980607,2126.5,18.6666666666667,4.2,139.0,-359000.0,18.998403200000002,5.629016062024679,4
Se-F-Fe,86.0,9.7075,0.134103572342414,1757.5,16.0,8.2,132.0,-359000.0,18.998403200000002,6.3558814625955495,4
Se-F-Ga,31.0,9.7075,0.135561058785176,440.5,7.55555555555556,12.1,122.0,-359000.0,18.998403200000002,6.932688138515591,5
Se-F-Gd,74.3333333333333,9.7075,0.18014936766040301,1532.5,28.4444444444444,6.8,196.0,-359000.0,18.998403200000002,6.120881585163669,4
Se-F-In,56.0,9.7075,0.137756134299627,440.5,7.111111111111111,8.1,142.0,-359000.0,18.998403200000002,6.339667408838309,5
Se-F-Ir,84.6666666666667,9.7075,0.10861196245175199,2685.5,13.7777777777778,3.0,141.0,-359000.0,18.998403200000002,5.36983639675559,1
Se-F-La,74.3333333333333,9.7075,0.18703572116930603,1139.5,34.6666666666667,10.5,207.0,-359000.0,18.998403200000002,6.7079877998879,3
Se-F-Lu,74.3333333333333,9.7075,0.17520820364597303,1882.5,22.2222222222222,7.2,187.0,-359000.0,18.998403200000002,6.1898550705834605,4
Se-F-Nd,74.3333333333333,9.7075,0.184307546369488,1240.5,32.0,4.3,201.0,-359000.0,18.998403200000002,5.649560098363559,4
Se-F-Rh,84.6666666666667,9.7075,0.10364029019524199,2183.5,14.2222222222222,6.3,142.0,-359000.0,18.998403200000002,6.032417132089269,1
Se-F-Ru,74.3333333333333,9.7075,0.10861196245175199,2553.5,15.555555555555598,5.8,146.0,-359000.0,18.998403200000002,5.941279034694491,5
Se-F-Sc,74.3333333333333,9.7075,0.168735143081928,1760.5,35.5555555555556,19.7,170.0,-359000.0,18.998403200000002,7.84146231226742,1
Se-F-Sm,65.0,9.7075,0.18223794982134398,1291.5,30.2222222222222,4.1,198.0,-359000.0,18.998403200000002,5.60832096320438,4
Se-F-Y,74.3333333333333,9.7075,0.178746953537698,1745.5,35.1111111111111,15.7,190.0,-359000.0,18.998403200000002,7.39107763208111,4
Se-I-Al,101.0,16.48,0.04912511492883701,546.62,8.66666666666667,42.55,139.0,-342600.0,26.9815386,7.799649337731121,0
Se-I-Bi,30.0,25.92,0.018685329146733,157.55,3.77777777777778,6.65,148.0,-342600.0,78.96,4.68092464745705,0
Se-I-Ce,90.6666666666667,25.92,0.09450421587671401,684.15,34.4444444444444,5.05,204.0,-342600.0,78.96,4.41379965033602,1
Se-I-Co,90.6666666666667,10.245,0.02780832476871,1381.15,15.333333333333302,5.65,139.0,-342600.0,58.933195,4.517691671225941,1
Se-I-Cr,102.333333333333,11.19,0.044874478008687005,1793.15,19.3333333333333,5.85,139.0,-342600.0,51.9961,4.55128169020864,1
Se-I-Fe,102.333333333333,10.73,0.031420437864665,1424.15,16.6666666666667,9.85,139.0,-342600.0,55.845,5.1389810594078895,4
Se-I-Ga,47.3333333333333,18.8575,0.032912741238763,191.09,8.22222222222222,13.75,139.0,-342600.0,69.723,5.605352026194709,1
Se-I-Gd,90.6666666666667,25.92,0.086896486608894,1199.15,29.111111111111104,8.45,196.0,-342600.0,78.96,4.9489743819403,3
Se-I-In,72.3333333333333,24.26,0.03519954513288,107.15,7.77777777777778,9.75,142.0,-342600.0,78.96,5.12587135689927,1
Se-I-Ir,101.0,14.21,0.00941181994235,2352.15,14.444444444444402,4.65,141.0,-342600.0,78.96,4.34172469978333,1
Se-I-La,90.6666666666667,25.92,0.09640152724378599,806.15,35.3333333333333,12.15,207.0,-342600.0,78.96,5.423672932422139,1
Se-I-Lu,90.6666666666667,25.92,0.08024336284902499,1549.15,22.888888888888896,8.85,187.0,-342600.0,78.96,5.0047421676140305,1
Se-I-Nd,90.6666666666667,25.92,0.092604324186392,907.15,32.6666666666667,5.95,201.0,-342600.0,78.96,4.5678923545595405,0
Se-I-Rh,101.0,13.64,0.006281836003948001,1850.15,14.8888888888889,7.95,142.0,-342600.0,78.96,4.87744737951654,1
Se-I-Ru,90.6666666666667,13.51,0.00941181994235,2220.15,16.2222222222222,7.45,146.0,-342600.0,78.96,4.80375863011828,1
Se-I-Sc,90.6666666666667,22.235,0.071750750474452,1427.15,36.22222222222221,21.35,170.0,-342600.0,44.955912,6.34013181931604,1
Se-I-Sm,81.3333333333333,25.92,0.08975124008030001,958.15,30.888888888888896,5.75,198.0,-342600.0,78.96,4.534548885878349,1
Se-I-Y,90.6666666666667,25.92,0.084993650444694,1412.15,35.77777777777779,17.35,190.0,-342600.0,78.96,5.975978026557961,1
Se-NC-Al,156.75,5.64,0.057072742902004,3759.95,5.25,41.7,121.0,-205500.0,12.0107,8.847198193798551,4
Se-NC-Bi,103.5,5.64,0.030073464136102,3759.95,4.0,5.8,148.0,-205500.0,12.0107,5.30960640575874,7
Se-NC-Ce,149.0,5.64,0.09494470348819399,3759.95,25.375,4.2,204.0,-205500.0,12.0107,5.00660460532971,4
Se-NC-Co,149.0,5.64,0.03840590414945,3759.95,9.25,4.8,126.0,-205500.0,12.0107,5.12445006988425,7
Se-NC-Cr,157.75,5.64,0.053413623323025,3759.95,12.625,5.0,139.0,-205500.0,12.0107,5.162551469370991,4
Se-NC-Fe,157.75,5.64,0.041633692369580005,3759.95,10.375,9.0,132.0,-205500.0,12.0107,5.829183079656779,8
Se-NC-Ga,116.5,5.64,0.042957926518333,3759.95,5.0,12.9,122.0,-205500.0,12.0107,6.35819101274889,7
Se-NC-Gd,149.0,5.64,0.088716156129649,3759.95,20.875,7.6,196.0,-205500.0,12.0107,5.61365714241126,4
Se-NC-In,135.25,5.64,0.044977661158307,3759.95,4.75,8.9,142.0,-205500.0,12.0107,5.814312650060099,8
Se-NC-Ir,156.75,5.64,0.021159814253996996,3759.95,8.5,3.8,141.0,-205500.0,12.0107,4.9248494718953,7
Se-NC-La,149.0,5.64,0.096491879778107,3759.95,26.125,11.3,207.0,-205500.0,12.0107,6.15211111342572,4
Se-NC-Lu,149.0,5.64,0.083234778786621,3759.95,15.625,8.0,187.0,-205500.0,12.0107,5.67691494174564,4
Se-NC-Nd,149.0,5.64,0.09339299781580498,3759.95,23.875,5.1,201.0,-205500.0,12.0107,5.18139306509917,3
Se-NCO-Al,127.8,5.64,0.075150623003735,3768.2,5.28,42.35,121.0,-231000.0,12.0107,8.07115687751086,4
Se-NCO-Bi,85.2,5.64,0.051025532951662,3768.2,3.76,6.45,148.0,-231000.0,12.0107,4.84386868248915,1
Se-NCO-Ce,121.6,5.64,0.106289747897601,3768.2,22.0,4.85,204.0,-231000.0,12.0107,4.56744500440933,4
Se-NCO-Co,121.6,5.64,0.058751416504717005,3768.2,8.88,5.45,126.0,-231000.0,12.0107,4.67495352980775,4
Se-NCO-Cr,128.6,5.64,0.072009484979218,3768.2,11.12,5.65,139.0,-231000.0,12.0107,4.709712824872001,4
Se-NCO-Fe,128.6,5.64,0.061662924578883,3768.2,9.6,9.65,132.0,-231000.0,12.0107,5.317870140698349,4
Se-NCO-Ga,95.6,5.64,0.06284665810688,3768.2,5.04,13.55,122.0,-231000.0,12.0107,5.80047558525899,4
Se-NCO-Gd,121.6,5.64,0.10130893702276099,3768.2,18.16,8.25,196.0,-231000.0,12.0107,5.121249288245821,4
Se-NCO-In,110.6,5.64,0.06464105379112099,3768.2,4.8,9.55,142.0,-231000.0,12.0107,5.30430408651016,5
Se-NCO-Ir,127.8,5.64,0.042248394860959,3768.2,8.4,4.45,141.0,-231000.0,12.0107,4.4928611086904,4
Se-NCO-La,121.6,5.64,0.10751981272009001,3768.2,22.64,11.95,207.0,-231000.0,12.0107,5.61247220155444,4
Se-NCO-Lu,121.6,5.64,0.096885428472913,3768.2,13.68,8.65,187.0,-231000.0,12.0107,5.178958363025201,4
Se-NCO-Nd,121.6,5.64,0.105053261591652,3768.2,20.72,5.75,201.0,-231000.0,12.0107,4.72690171016807,4
Se-NCO-Rh,127.8,5.64,0.038850839003743996,3768.2,8.64,7.75,142.0,-231000.0,12.0107,5.04723241485287,1
Se-NCO-Ru,121.6,5.64,0.042248394860959,3768.2,9.36,7.25,146.0,-231000.0,12.0107,4.9709785435892195,5
Se-NCO-Sc,121.6,5.64,0.091138009853306,3768.2,23.28,21.15,170.0,-231000.0,12.0107,6.560833227495309,4
Se-NCO-Sm,116.0,5.64,0.103187285576869,3768.2,19.44,5.55,198.0,-231000.0,12.0107,4.69239754787652,4
Se-NCO-Y,121.6,5.64,0.10005047408218,3768.2,22.96,17.15,190.0,-231000.0,12.0107,6.18400315967767,4
Se-NC-Rh,156.75,5.64,0.017943526017349998,3759.95,8.875,7.1,142.0,-205500.0,12.0107,5.53252355047013,7
Se-NC-Ru,149.0,5.64,0.021159814253996996,3759.95,10.0,6.6,146.0,-205500.0,12.0107,5.4489378734287595,8
Se-NCS-Al,139.4,5.64,0.046989839575514995,3759.95,5.44,42.4,121.0,-270333.333333333,12.0107,8.00499687825115,4
Se-NCS-Bi,96.8,5.64,0.024342240222825003,3759.95,3.92,6.5,148.0,-270333.333333333,12.0107,4.80416305499223,4
Se-NC-Sc,149.0,5.64,0.076186936314697,3759.95,26.875,20.5,170.0,-205500.0,12.0107,7.19165700295632,4
Se-NCS-Ce,133.2,5.64,0.07936759448019799,3759.95,22.08,4.9,204.0,-270333.333333333,12.0107,4.53000524667739,4
Se-NCS-Co,133.2,5.64,0.031270546224036,3759.95,9.04,5.5,126.0,-270333.333333333,12.0107,4.6366325150182695,4
Se-NCS-Cr,140.2,5.64,0.043892188766010996,3759.95,11.2,5.7,139.0,-270333.333333333,12.0107,4.67110688501284,4
Se-NCS-Fe,140.2,5.64,0.033971964632144996,3759.95,9.76,9.7,132.0,-270333.333333333,12.0107,5.27427908059244,4
Se-NCS-Ga,107.2,5.64,0.035082593147068,3759.95,5.2,13.6,122.0,-270333.333333333,12.0107,5.75292856489367,4
